person_key,surname,given_variants,n_ties,n_name_variants,name_variants
et-jacques-hubscher,et Jacques Hubscher,,1,1,et Jacques Hubscher
duquesne-de-la-vinelle-h,Duquesne de la Vinelle,Henri,1,1,Henri Duquesne de la Vinelle
canal-des-recollets,canal des Récollets,,1,1,canal des Récollets
bansillon-a,Bansillon,Antoine,1,1,Antoine Bansillon
chorlier-j,Chorlier,J.,1,1,J. Chorlier
sylvestre-c,Sylvestre,Claude,1,1,Claude Sylvestre
joannes-dechelette-ou-dechelette,7. Joannès Dechelette ou Déchelette,,1,1,7. Joannès Dechelette ou Déchelette
badsillon,Badsillon,,1,1,Badsillon
dechelette,Dechelette,,1,1,Dechelette
et-chavanis,et Chavanis,,1,1,et Chavanis
hammond-j,Hammond,John,1,1,John Hammond
radisson-a,Radisson,Auguste,1,1,Auguste Radisson
adenot-l,Adenot,Léon,1,1,Léon Adenot
amont,Amont,,1,1,Amont
sylvestre,Sylvestre,,1,1,Sylvestre
compose-de-mm-g-montefiore,composé de MM. G. Montefiore,,1,1,composé de MM. G. Montefiore
abrial,Abrial,,1,1,Abrial
abrial-h,Abrial,Henri,1,1,Henri Abrial
lormier-a,Lormier,Albert,1,1,Albert Lormier
sultana-h,Sultana,Henry,1,1,Henry Sultana
thouroude-g,Thouroude,G.,1,1,G. Thouroude
thibaut-a-alger-a,Thibaut à Alger,Albert,1,1,Albert Thibaut à Alger
et-robert-galoppe,et Robert Galoppe,,1,1,et Robert Galoppe
thibaut-g,Thibaut,Gaston,1,1,Gaston Thibaut
gorchs-chacou-a-neuilly-sur-seine-f,Gorchs-Chacou à Neuilly-sur-Seine,Félix,1,1,Félix Gorchs-Chacou à Neuilly-sur-Seine
et-gaston-bouffe,et Gaston Bouffé,,1,1,et Gaston Bouffé
thibault-g,Thibault,Gaston,1,1,Gaston Thibault
doukan-m,Doukan,Maurice,1,1,Maurice Doukan
doukan-e,Doukan,Édouard,1,1,Édouard Doukan
doukan-c,Doukan,Charles-Samuel,1,1,Charles-Samuel Doukan
morato-f,Morato,François,1,1,François Morato
royer-a,Royer,André,1,1,André Royer
faist-g,Faist,Georges,1,1,Georges Faist
henri-d-savon,Henri-D. Savon,,1,1,Henri-D. Savon
corre,Corre,,1,1,Corre
peridon,Péridon,,1,1,Péridon
stieldorff,Stieldorff,,1,1,Stieldorff
barjot,Barjot,,1,1,Barjot
entrepreneurs,« Entrepreneurs,,1,1,« Entrepreneurs
sas-j,Sas,J.,1,1,J. Sas
mediocre-dans-celle-d-alger,médiocre dans celle d'Alger,,1,1,médiocre dans celle d'Alger
rderer-a-succombe-apres-une-longue-c,Rœderer a succombé après une longue,Charles,1,1,Charles Rœderer a succombé après une longue
riche,Riché,,1,1,Riché
millagou,MILLAGOU,,1,1,MILLAGOU
schweisguth,SCHWEISGUTH,,1,1,SCHWEISGUTH
dir-rongier,dir. RONGIER,,1,1,dir. RONGIER
odier-e,Odier,Edmond,1,1,Edmond Odier
ed-ramard,Ed. Ramard,,1,1,Ed. Ramard
lebraud-s,Lebraud,Sylvain,1,1,Sylvain Lebraud
raunheim-g,Raunheim,Georges,1,1,Georges Raunheim
bergeron-j,Bergeron,J.,1,1,J. Bergeron
bauer-a,Bauer,A.,1,1,A. Bauer
bordier-e,Bordier,Édouard,1,1,Édouard Bordier
fermaud-g,Fermaud,Gustave,1,1,Gustave Fermaud
de-marignac-c,de Marignac,Charles,1,1,Charles de Marignac
chevallier-a,Chevallier,A.,1,1,A. Chevallier
achard-a,Achard,A.,1,1,A. Achard
bard-c,Bard,Claude,1,1,Claude Bard
kass-l,Kass,Lucien,1,1,Lucien Kass
ferrees-des-landes-v,ferrées des Landes,Voies,1,1,Voies ferrées des Landes
ardoisiere-de-l-anjou,Ardoisière de l'Anjou,,1,1,Ardoisière de l'Anjou
feydel,Feydel,,1,1,Feydel
pinier,Pinier,,1,1,Pinier
dallier,Dallier,,1,1,Dallier
imp-chaix,? Imp. Chaix,,1,1,? Imp. Chaix
naboudet-a,Naboudet,Alexandre-Georges,1,1,Alexandre-Georges Naboudet
thibault-e,Thibault,Émile,1,1,Émile Thibault
lallement,LALLEMENT,,1,1,LALLEMENT
rognon-m,Rognon,Maurice,1,1,Maurice Rognon
bernard-g,Bernard,Gaston,1,1,Gaston Bernard
duplan-c,Duplan,Claude-Léon,1,1,Claude-Léon Duplan
durand-de-villers-g,Durand de Villers,Gaétan,1,1,Gaétan Durand de Villers
durand-de-villers,Durand de Villers,,1,1,Durand de Villers
gaetan,Gaétan,,1,1,Gaétan
conrad-de-traversay,Conrad de Traversay,,1,1,Conrad de Traversay
reder-j,Reder,Jules,1,1,Jules Reder
moatti-l,Moatti,Léon,1,1,Léon Moatti
doumens-j,Doumens,Jules,1,1,Jules Doumens
laborie-l,Laborie,Louis,1,1,Louis Laborie
teton-a,Téton,Achille,1,1,Achille Téton
coste-j,Coste,Jules,1,1,Jules Coste
freppel-j,Freppel,Julien,1,1,Julien Freppel
enjalbert-c,Enjalbert,C.,1,1,C. Enjalbert
barret-b,Barret,Baptiste,1,1,Baptiste Barret
joucla-p,Joucla,Pierre,1,1,Pierre Joucla
bonnafous-a,Bonnafous,Antoine,1,1,Antoine Bonnafous
jouve-e,Jouve,Edmond,1,1,Edmond Jouve
gantier-l,Gantier,Léon,1,1,Léon Gantier
levy-y,Levy,Yuntob,1,1,Yuntob Levy
puech-l,Puech,Louis,1,1,Louis Puech
orsero-l,Orsero,Léopold,1,1,Léopold Orsero
duprat-d,Duprat,Denis,1,1,Denis Duprat
borgonovo-j,Borgonovo,Joseph,1,1,Joseph Borgonovo
balazuc-e,Balazuc,Édouard,1,1,Édouard Balazuc
dillenseger-l,Dillenséger,Léon,1,1,Léon Dillenséger
leclercq-l,Leclercq,Louis,1,1,Louis Leclercq
ruffino-e,Ruffino,Étienne,1,1,Étienne Ruffino
siebert-l,Siébert,Louis,1,1,Louis Siébert
petitjean-v,Petitjean,Victor,1,1,Victor Petitjean
lorenzo-p,Lorenzo,Philippe,1,1,Philippe Lorenzo
garnier-antoine-e,Garnier Antoine,Et,1,1,Et Garnier Antoine
franceschi-t,Franceschi,Toussaint,1,1,Toussaint Franceschi
ign-orlandi,Ign. Orlandi,,1,1,Ign. Orlandi
pons-f,Pons,Fréd,1,1,Fréd Pons
katz-w,Katz,W.,1,1,W. Katz
totier-c,Totier,Ch.,1,1,Ch. Totier
mouroux-a,Mouroux,Alphonse,1,1,Alphonse Mouroux
ollivier-a,Ollivier,Alfred,1,1,Alfred Ollivier
despaux-e,Despaux,E.,1,1,E. Despaux
perrottet-e,Perrottet,Élie,1,1,Élie Perrottet
sidler-a,Sidler,Arthur,1,1,Arthur Sidler
theron-h,Theron,Henri,1,1,Henri Theron
fabre-e,Fabre,Eugène,1,1,Eugène Fabre
metivier-p,Métivier,Paul,1,1,Paul Métivier
d-here-m,d' Héré,Marc,1,1,Marc d' Héré
bouisset-j,Bouisset,Jean,1,1,Jean Bouisset
puton-p,Puton,Paul,1,1,Paul Puton
cuq-p,Cuq,Paul,1,1,Paul Cuq
fournil-j,Fournil,Jean-Baptiste,1,1,Jean-Baptiste Fournil
camplo-f,Camplo,Fernand,1,1,Fernand Camplo
pessina-x,Pessina,Xavier,1,1,Xavier Pessina
gouailhardou-m,Gouailhardou,Maurice,1,1,Maurice Gouailhardou
acker-e,Acker,Ernest,1,1,Ernest Acker
benggli-g,Benggli,Gustave,1,1,Gustave Benggli
silvestre-f,Silvestre,François,1,1,François Silvestre
riviere-d,Rivière,Dominique,1,1,Dominique Rivière
bellia-f,Bellia,Frédéric,1,1,Frédéric Bellia
esclapez-v,Esclapez,Vincent,1,1,Vincent Esclapez
gaubert-f,Gaubert,Ferdinand,1,1,Ferdinand Gaubert
berone-f,Berone,Félix,1,1,Félix Berone
nouzille-r,Nouzille,Raoul,1,1,Raoul Nouzille
duvivier-e,Duvivier,Eugène,1,1,Eugène Duvivier
kraus-a,Kraus,André,1,1,André Kraus
perrin-g,Perrin,Gabriel,1,1,Gabriel Perrin
caizergues-a,Caizergues,Alexandre,1,1,Alexandre Caizergues
rouffia-a,Rouffia,Alfred-Georges,1,1,Alfred-Georges Rouffia
charbonnier,CHARBONNIER,,1,1,CHARBONNIER
cahen-dit-nathan-e,Cahen dit Nathan,Eugène,1,1,Eugène Cahen dit Nathan
actuellement-a-casablanca,actuellement à Casablanca,,1,1,actuellement à Casablanca
jules-salomon-cahen-dit-nathan,Jules-Salomon Cahen dit Nathan,,1,1,Jules-Salomon Cahen dit Nathan
dit-rais,dit Rais,,1,1,dit Rais
a-j-blum,A.- J. Blum,,1,1,A.- J. Blum
jules-salomon-cahen,Jules-Salomon Cahen,,1,1,Jules-Salomon Cahen
packard-g,Packard,G.,1,1,G. Packard
carillon-h,Carillon. 1,H.,1,1,H. Carillon. 1
c-c,(C),Cabaud,1,1,Cabaud (C)
pezieux,Pezieux,,1,1,Pezieux
delaitre,Delaitre,,1,1,Delaitre
carrillon,Carrillon,,1,1,Carrillon
renoux-e,Renoux,E.,1,1,E. Renoux
oizan-chapon-e,Oizan-Chapon,Émile-Louis-François-Joseph,1,1,Émile-Louis-François-Joseph Oizan-Chapon
oizan-chapon-m,Oizan-Chapon,Marcel-Jules-Henri,1,1,Marcel-Jules-Henri Oizan-Chapon
hustache-a,Hustache,André-Paul-Jean-François,1,1,André-Paul-Jean-François Hustache
cornu-e,Cornu,Élie,1,1,Élie Cornu
stockhammer-l,Stockhammer,Louis,1,1,Louis Stockhammer
corbel-l,Corbel,Louis,1,1,Louis Corbel
gantes-m,Gantès,Maurice,1,1,Maurice Gantès
vollenweider-m,Vollenweider,Maurice,1,1,Maurice Vollenweider
lechaux-l,Lechaux,Léonard,1,1,Léonard Lechaux
gantes-c,Gantès,Charles,1,1,Charles Gantès
gonalons-r,Gonalons,René,1,1,René Gonalons
hunebelle-a,Hunebelle,André,1,1,André Hunebelle
bozon-verduraz-b,Bozon-Verduraz,Benjamin,1,1,Benjamin Bozon-Verduraz
oudy-p,Oudy,Paul,1,1,Paul Oudy
karsenti-m,Karsenti,Massaoud,1,1,Massaoud Karsenti
giry-a,Giry,Albert,1,1,Albert Giry
de-saint-dider-a,de Saint-Dider,Armand,1,1,Armand de Saint-Dider
pont-m,Pont,Maclaisse,1,1,Maclaisse Pont
moins-drappier,moins Drappier,,1,1,moins Drappier
waldenstrom,Waldenström,,1,1,Waldenström
richard-n,Richard,Nico,1,1,Nico Richard
jules-b,Jules,Bernard,1,1,Bernard Jules
poisson-p,Poisson,Paul,1,1,Paul Poisson
magnaschi-e,Magnaschi,E.,1,1,E. Magnaschi
buhagiar-j,BUHAGIAR,Joseph,1,1,Joseph BUHAGIAR
boude-l,Boude,Léon,1,1,Léon Boude
villemin-a,Villemin,A.,1,1,A. Villemin
piotrowski,PIOTROWSKI,,1,1,PIOTROWSKI
heller,HELLER,,1,1,HELLER
bouchon-e,Bouchon,Eugène,1,1,Eugène Bouchon
brissonnet-a,Brissonnet,Albert,1,1,Albert Brissonnet
bousbacher-a,Bousbacher,Alphonse,1,1,Alphonse Bousbacher
guiraud-m,Guiraud,Marcel,1,1,Marcel Guiraud
coq-c,Coq,Célestin,1,1,Célestin Coq
dragon-l,Dragon,Louis,1,1,Louis Dragon
f-beghin-s,F. Beghin,Sté,1,1,Sté F. Beghin
lebaudy-freres-s,Lebaudy Frères,Sté,1,1,Sté Lebaudy Frères
lion-c,Lion,Camille,1,1,Camille Lion
buchere-e,Buchère,Édouard,1,1,Édouard Buchère
belleville-j,Belleville,Julien,1,1,Julien Belleville
franc-v,Franc,Victor,1,1,Victor Franc
dubuis-m,Dubuis,Marius,1,1,Marius Dubuis
esplanade-bab-el-boued,esplanade Bab-el-Boued,,1,1,esplanade Bab-el-Boued
deprieck-j,Deprieck,Joseph,1,1,Joseph Deprieck
de-prat-d,de Prat,Daniel,1,1,Daniel de Prat
peyre-m,PEYRE,Marius,1,1,Marius PEYRE
concessionnaire-a-descartes,concessionnaire à Descartes,,1,1,concessionnaire à Descartes
tarisse,TARISSE,,1,1,TARISSE
antoni-j,Antoni,J.,1,1,J. Antoni
paul-e,Paul,Edmond,1,1,Edmond Paul
garfunkel,Garfunkel,,1,1,Garfunkel
tinardon-m,Tinardon,Maurice,1,1,Maurice Tinardon
gratien-h,Gratien,Henri,1,1,Henri Gratien
extensions,Extensions,,1,1,Extensions
carbone,Carbone,,1,1,Carbone
azote,Azote,,1,1,Azote
derives,Dérivés,,1,1,Dérivés
raffinerie,Raffinerie,,1,1,Raffinerie
sucrerie-say,sucrerie Say,,1,1,sucrerie Say
rene-p-duchemnin,René-P. Duchemnin,,1,1,René-P. Duchemnin
et-c-laudy,et C. Laudy,,1,1,et C. Laudy
m-andre-peytel,……………………………………… M. André PEYTEL,,1,1,……………………………………… M. André PEYTEL
d-auddiffret-pasquier,d'Auddiffret-Pasquier,,1,1,d'Auddiffret-Pasquier
boreux-j,Boreux,J.,1,1,J. Boreux
ardain,Ardain,,1,1,Ardain
brice-r,Brice,René,1,1,René Brice
suquet-h,Suquet,H.,1,1,H. Suquet
chandora-e,Chandora,Émile,1,1,Émile Chandora
de-laperriere,de laPerrière,,1,1,de laPerrière
ph-meliodon,Ph. Méliodon,,1,1,Ph. Méliodon
couvert,Couvert,,1,1,Couvert
galy,GALY,,1,1,GALY
godallier-r,Godallier,René,1,1,René Godallier
dejeanne,Dejeanne. 5,,1,1,Dejeanne. 5
loisy-h,Loisy,H.,1,1,H. Loisy
stanislas-a,Stanislas,A.,1,1,A. Stanislas
buhot-lh-h,Buhot LH),Henri,1,1,Henri Buhot LH)
menerville,Ménerville,,1,1,Ménerville
cherchel,Cherchel,,1,1,Cherchel
favorables-a-la-france,favorables à la France,,1,1,favorables à la France
secondee-par-un-emprunt-conclu-en-amerique,secondée par un emprunt conclu en Amérique,,1,1,secondée par un emprunt conclu en Amérique
robe-iiii-e,Robe IIII,Eugène,1,1,Eugène Robe IIII
fille-d-emile-lacanaud,fille d'Émile Lacanaud,,1,1,fille d'Émile Lacanaud
hure-a,Huré,A.,1,1,A. Huré
lehuraux-l,Lehuraux,L.,1,1,L. Lehuraux
ch-f-bentz-audeoud,Ch.-F. Bentz-Audéoud,,1,1,Ch.-F. Bentz-Audéoud
frager-g,Frager,G.,1,1,G. Frager
le-veneur-de-tillieres-t,Le Veneur de Tillières,T.,1,1,T. Le Veneur de Tillières
de-boissieu-bq-a-st-chamond-j,de Boissieu [bq à St- Chamond,Jacques,1,1,Jacques de Boissieu [bq à St- Chamond
du-marais-ing-ecp-g,du Marais [Ing. E.C.P,Gabriel,1,1,Gabriel du Marais [Ing. E.C.P
lumiere,Lumière,,1,1,Lumière
barjon-a-moirans-p,Barjon à Moirans…],Papeteries,1,1,Papeteries Barjon à Moirans…]
berrogain,Berrogain,,1,1,Berrogain
boissieu,Boissieu,,1,1,Boissieu
slizewicz,Slizewicz,,1,1,Slizewicz
claus,Claus,,1,1,Claus
denolly,Denolly,,1,1,Denolly
boisguilbert,Boisguilbert,,1,1,Boisguilbert
prodon,Prodon,,1,1,Prodon
beaumont,Beaumont,,1,1,Beaumont
de-chastenet-d-esterre,de Chastenet d'Esterré,,1,1,de Chastenet d'Esterré
emeric-a,Emeric,A.,1,1,A. Emeric
descubes,Descubes,,1,1,Descubes
homberger,Homberger,,1,1,Homberger
seydoux-e,Seydoux,Ernest,1,1,Ernest Seydoux
volga-o,Volga,Oural-,1,1,Oural- Volga
levassor,Levassor,,1,1,Levassor
defrancois,Defrançois,,1,1,Defrançois
pinta,Pinta,,1,1,Pinta
demangeat-l,Demangeat,Lionel,1,1,Lionel Demangeat
naudin-f,Naudin,Fernand,1,1,Fernand Naudin
poidebord-l,Poidebord,Lucien,1,1,Lucien Poidebord
tabone-j,Tabone,Joseph,1,1,Joseph Tabone
lordat-k,Lordat,Kuhnholtz-,1,1,Kuhnholtz- Lordat
kuhnholtz-lordat-m,Kuhnholtz-Lordat,Maxime,1,1,Maxime Kuhnholtz-Lordat
benabenq-h,Bénabenq,Henri,1,1,Henri Bénabenq
cotton-l,Cotton,L.,1,1,L. Cotton
helbronner-r,Helbronner,Raoul,1,1,Raoul Helbronner
d-investissements-agricoles-au-maroc-s,d'investissements agricoles au Maroc,Sté,1,1,Sté d'investissements agricoles au Maroc
odelin,Odelin,,1,1,Odelin
lasserre-m,Lasserre,Marc,1,1,Marc Lasserre
angle-r-douai,angle r. Douai,,1,1,angle r. Douai
selaudoux-p,Selaudoux,P.,1,1,P. Selaudoux
boissarie,Boissarie,,1,1,Boissarie
e-levy-v,E. Lévy,Victor,1,1,Victor E. Lévy
paul-archambault-de-talleyrand-perigord-de-valenca-b,Paul Archambault de Talleyrand-Périgord de Valençay,Boson,1,1,Boson Paul Archambault de Talleyrand-Périgord de Valençay
superphosphates-a-partis,superphosphates à Partis,,1,1,superphosphates à Partis
boson-paul-archambault-de-talleyrand-perigord-de-v,Boson-Paul Archambault de Talleyrand-Périgord de Valençay,,1,1,Boson-Paul Archambault de Talleyrand-Périgord de Valençay
jorelle-h,Jorelle,Henry,1,1,Henry Jorelle
taylor-r,Taylor,Robert,1,1,Robert Taylor
taylor-p,Taylor,Paul,1,1,Paul Taylor
de-tonnac-de-villeneuve-p,de Tonnac de Villeneuve,Paul,1,1,Paul de Tonnac de Villeneuve
fog-c,Fog,Charles,1,1,Charles Fog
peylin-h,Peylin,Henri,1,1,Henri Peylin
radenkovic-b,Radenkovic,B.,1,1,B. Radenkovic
ste-des-phosphates-tunisiens,Sté des Phosphates Tunisiens,,1,1,Sté des Phosphates Tunisiens
brichant,Brichant,,1,1,Brichant
auboyneau-c,Auboyneau,Ch.,1,1,Ch. Auboyneau
dubois-taine-p,Dubois-Taine,P.,1,1,P. Dubois-Taine
laffollye-p,Laffollye,P.,1,1,P. Laffollye
damestoy-a,Damestoy,Alexandre,1,1,Alexandre Damestoy
pley-r,Pley,Roger,1,1,Roger Pley
gervais-a,Gervais,Antonin,1,1,Antonin Gervais
marquand-gairard-j,Marquand-Gairard,Jean,1,1,Jean Marquand-Gairard
cometta-a,Cometta,Alexandre,1,1,Alexandre Cometta
grellet-c,Grellet,Charles,1,1,Charles Grellet
stamboul-f,Stamboul,F.,1,1,F. Stamboul
isidore,Isidore,,1,1,Isidore
gueirouard,GUEIROUARD,,1,1,GUEIROUARD
legerot,LÉGEROT,,1,1,LÉGEROT
tingry,TINGRY,,1,1,TINGRY
kohler,KOHLER,,1,1,KOHLER
badoil,BADOIL,,1,1,BADOIL
antoine,Antoine,,1,1,Antoine
simeray-g,Simeray,Georges,1,1,Georges Simeray
welter-c,Welter,Charles,1,1,Charles Welter
zevaco-n,Zévaco,Nicolas,1,1,Nicolas Zévaco
dupuy-r,Dupuy,René,1,1,René Dupuy
zevaco-r,Zévaco,Raoul,1,1,Raoul Zévaco
mollard-m,Mollard,Marius,1,1,Marius Mollard
bourgeois-f,Bourgeois,F.,1,1,F. Bourgeois
gabourd-t,Gabourd,T.,1,1,T. Gabourd
broussois-a,Broussois,A.,1,1,A. Broussois
halais,Halais. 1,,1,1,Halais. 1
imp-julien-frazier,IMP. JULIEN FRAZIER,,1,1,IMP. JULIEN FRAZIER
caly-l,CALY,L.,1,1,L. CALY
schouchine-a,SCHOUCHINE,A.,1,1,A. SCHOUCHINE
achillopulo-c,Achillopulo,Constantin,1,1,Constantin Achillopulo
long-p,Long,Philippe,1,1,Philippe Long
jude-g,Jude,Georges,1,1,Georges Jude
de-joannis-h,de Joannis,Henri,1,1,Henri de Joannis
gorchs-chacou-p,Gorchs-Chacou,P.,1,1,P. Gorchs-Chacou
cauterets,Cauterets,,1,1,Cauterets
luz,Luz,,1,1,Luz
ouest-lumiere,Ouest-Lumière,,1,1,Ouest-Lumière
mauclere-h,Mauclère,H.,1,1,H. Mauclère
andrie,Andrié,,1,1,Andrié
desportes,Desportes,,1,1,Desportes
roman,Roman,,1,1,Roman
roux-s,Roux,S.,1,1,S. Roux
boussingault,Boussingault,,1,1,Boussingault
prange,Prangé,,1,1,Prangé
c-tanon,C Tanon,,1,1,C Tanon
mittard-h,Mittard,H.,1,1,H. Mittard
hebelain,Hebelain,,1,1,Hebelain
le-febvre,Le Febvre,,1,1,Le Febvre
dalbouze,Dalbouze,,1,1,Dalbouze
bueche,Bueche,,1,1,Bueche
piga-l,Piga,L.,1,1,L. Piga
pes-a,Pès,Attilio,1,1,Attilio Pès
ravasini,Ravasini,,1,1,Ravasini
thomchot-c,Thomchot,Charles,1,1,Charles Thomchot
tricon-ingenieur-m,Tricon [ingénieur,Maurice,1,1,Maurice Tricon [ingénieur
associe-du-banquier-edouard-raphael-worms,associé du banquier Édouard-Raphaël Worms],,1,1,associé du banquier Édouard-Raphaël Worms]
banquier-a-paris-w,[banquier à Paris,Worms,1,1,Worms [banquier à Paris
pdt-arlet,pdt Arlet,,1,1,pdt Arlet
clerc-n,Clerc,Nancy,1,1,Nancy Clerc
tricon-n,Tricon,Nancy,1,1,Nancy Tricon
dreux-p,Dreux,Paris,1,1,Paris Dreux
riollot-p,Riollot,Paris,1,1,Paris Riollot
gerini-laurent-p,Gerini Laurent,Paris,1,1,Paris Gerini Laurent
puchot,PUCHOT,,1,1,PUCHOT
houilles,Houilles,,1,1,Houilles
pradier-g,Pradier,G.,1,1,G. Pradier
breteau,Breteau,,1,1,Breteau
mines-du-djebel-ressas,Mines du Djebel-Ressas,,1,1,Mines du Djebel-Ressas
vincennes,Vincennes,,1,1,Vincennes
zafiropoulo,Zafiropoulo,,1,1,Zafiropoulo
feist,Feist,,1,1,Feist
pdt-gittens,pdt Gittens,,1,1,pdt Gittens
adm-dir-m-michenot,adm.-dir. M. Michenot,,1,1,adm.-dir. M. Michenot
maliges-p,Maliges,Paris,1,1,Paris Maliges
pdt-buttgenbach,pdt Buttgenbach,,1,1,pdt Buttgenbach
lebreton-p,Lebreton,Paris,1,1,Paris Lebreton
perier-p,Périer,Paris,1,1,Paris Périer
stevens-b,Stevens,Bruxelles,1,1,Bruxelles Stevens
bruxelles-van-der-rest,Bruxelles Van der Rest,,1,1,Bruxelles Van der Rest
hoorickx-b,Hoorickx,Bruxelles,1,1,Bruxelles Hoorickx
braun,Braun,,1,1,Braun
jacobs-g,Jacobs,Gand,1,1,Gand Jacobs
lazard-p,Lazard,Paris,1,1,Paris Lazard
audureau-f,Audureau,François,1,1,François Audureau
benyahia-o,Benyahia,Omar,1,1,Omar Benyahia
berquier-a,Berquier,Auguste,1,1,Auguste Berquier
chabriat-l,Chabriat,Laurent,1,1,Laurent Chabriat
marotzki-r,Marotzki,Reynold,1,1,Reynold Marotzki
park-e,Park,Emerald,1,1,Emerald Park
superieur-m,supérieur,Mustapha,1,1,Mustapha supérieur
alexis-p,Alexis,P.,1,1,P. Alexis
van-tichelen-ide-p,van Tichelen Ide,Pierre,1,1,Pierre van Tichelen Ide
buyssens-j,Buyssens,Jules,1,1,Jules Buyssens
carpentier-b,Carpentier,B.-R.,1,1,B.-R. Carpentier
foy-m,Foy,Maximilien,1,1,Maximilien Foy
lebault-de-la-moriniere-e,Lebault de la Morinière,Élie,1,1,Élie Lebault de la Morinière
d-aymery-l,d' Aymery,Louis,1,1,Louis d' Aymery
freville-de-l-orme,Fréville de l'Orme,,1,1,Fréville de l'Orme
imprimerie-sefan-c,Imprimerie S.E.F.A.N,Comparat,1,1,Comparat Imprimerie S.E.F.A.N
schembri-m,Schembri,Michel,1,1,Michel Schembri
ott-b,Ott,Benoît,1,1,Benoît Ott
franc-a,Franc,Alexandre,1,1,Alexandre Franc
brossette-g,Brossette,Gustave,1,1,Gustave Brossette
marie-teophile-brossette,Marie-Téophile Brossette,,1,1,Marie-Téophile Brossette
bulles-f,Bulles,Ferdinand,1,1,Ferdinand Bulles
levere-f,Levere,François,1,1,François Levere
andrevon-l,Andrevon,Louis,1,1,Louis Andrevon
angon-e,Angon,Edmond,1,1,Edmond Angon
lieure-g,Lieure,Georges-Louis- Eugène,1,1,Georges-Louis- Eugène Lieure
benoit-e,Benoit,Émile,1,1,Émile Benoit
fayet-l,Fayet,Léon,1,1,Léon Fayet
grand-a,Grand,Augustin,1,1,Augustin Grand
malafosse-p,Malafosse,Paul,1,1,Paul Malafosse
chateau-de-belbeze,château de Belbèze,,1,1,château de Belbèze
et-henri-bertrand,et Henri Bertrand,,1,1,et Henri Bertrand
commune-de-villemoustoussou,commune de Villemoustoussou,,1,1,commune de Villemoustoussou
planes,Planès,,1,1,Planès
roude-l,Roude,Léon,1,1,Léon Roude
haut-mont-hydra,Haut-Mont-Hydra,,1,1,Haut-Mont-Hydra
siman-m,Siman,Marcel,1,1,Marcel Siman
guiraud-de-levizac,GUIRAUD DE LÉVIZAC,,1,1,GUIRAUD DE LÉVIZAC
alger-a,Alger.,ADOLPHE,1,1,ADOLPHE Alger.
herambourg-c,Hérambourg,C.,1,1,C. Hérambourg
virazels,Virazels,,1,1,Virazels
peltier,Peltier,,1,1,Peltier
daruty-h,Daruty,H.,1,1,H. Daruty
clausse,Clausse,,1,1,Clausse
chouillou,Chouillou,,1,1,Chouillou
guieysse-f,Guieysse,Froment,1,1,Froment Guieysse
et-lemoigne,et Lemoigne,,1,1,et Lemoigne
arambourg-c,Arambourg,Camille,1,1,Camille Arambourg
professeur-a-l-institut-national-agronomique,professeur à l'Institut national agronomique,,1,1,professeur à l'Institut national agronomique
fortin-imp-nevers,? Fortin imp. Nevers,,1,1,? Fortin imp. Nevers
de-blay-h,de Blay,Henri,1,1,Henri de Blay
thirion-h,Thirion,Henri,1,1,Henri Thirion
germain-branthomme-a,Germain-Branthomme,Auguste,1,1,Auguste Germain-Branthomme
comparant-m-maurice-pasquier,comparant. 2° M. Maurice Pasquier,,1,1,comparant. 2° M. Maurice Pasquier
aussi-comparant-m,aussi comparant. 3° M,,1,1,aussi comparant. 3° M
il,………………………………………………………… Il,,1,1,………………………………………………………… Il
dalaise-l,Dalaise,Laurent,1,1,Laurent Dalaise
saliba-f,Saliba,Frédéric,1,1,Frédéric Saliba
servier-a,Servier,André,1,1,André Servier
lecore-carpentier-tunis,Lecore-Carpentier TUNIS,,1,1,Lecore-Carpentier TUNIS
imprimerie-rapide,IMPRIMERIE RAPIDE,,1,1,IMPRIMERIE RAPIDE
weyland-j,Weyland,J.,1,1,J. Weyland
huard-f,Huard,Ferdinand,1,1,Ferdinand Huard
maillet-c,Maillet,Charles,1,1,Charles Maillet
bataille-f,Bataille,Frédéric,1,1,Frédéric Bataille
consul-de-suede,consul de Suède,,1,1,consul de Suède
poumailloux-p,Poumailloux,Paul,1,1,Paul Poumailloux
isnard-g,Isnard,Gaspard,1,1,Gaspard Isnard
laforgue-a,Laforgue,Adrien,1,1,Adrien Laforgue
poitout-l,Poitout,Louis,1,1,Louis Poitout
m-bouchard-e,M. Bouchard,Et,1,1,Et M. Bouchard
bavoillot-e,Bavoillot,Édouard,1,1,Édouard Bavoillot
sauvage-a,Sauvage,Adrien,1,1,Adrien Sauvage
harven-p,Harven,Pierre de,1,1,Pierre de Harven
et-mm-georges-froment-guieysse,et MM. Georges Froment-Guieysse,,1,1,et MM. Georges Froment-Guieysse
et-paul-cassoute,et Paul Cassoute,,1,1,et Paul Cassoute
rabouin-m,Rabouin,Maurice,1,1,Maurice Rabouin
bucherer,Bucherer,,1,1,Bucherer
leblanc-p,Leblanc,Pierre,1,1,Pierre Leblanc
pinet-v,Pinet,Victor,1,1,Victor Pinet
raboin,Raboin,,1,1,Raboin
polycarpe-j,Polycarpe,Jean,1,1,Jean Polycarpe
polycarpe-e,Polycarpe,Eugène,1,1,Eugène Polycarpe
lallier-de-coudray-a,Lallier de Coudray,André,1,1,André Lallier de Coudray
chateau-saint-jacques,château Saint-Jacques,,1,1,château Saint-Jacques
