person_id,surname,given_variants,n_companies,n_board_companies,n_observations,top_role,roles,first_year,last_year,regions,sectors,n_name_variants,name_variants,merged_keys,affiliation_notes
m-bour-direct,M'Bour (direct. 51,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,M'Bour (direct. 51,m-bour-direct,
pecheries-de-joal,2]. Pêcheries de Joal,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,2]. Pêcheries de Joal,pecheries-de-joal,
direct-m-couard-j,(Direct.: M. Couard,Joal,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Joal (Direct.: M. Couard,direct-m-couard-j,
dakar-pecheries-michel-haddad,Dakar). Pêcheries Michel Haddad,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Dakar). Pêcheries Michel Haddad,dakar-pecheries-michel-haddad,
joal-pecheries-abgrall,Joal. Pêcheries Abgrall,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Joal. Pêcheries Abgrall,joal-pecheries-abgrall,Sénégal
diokhane,Diokhane,,1,0,1,gerant,gerant:1,1951,1951,Afrique occidentale francaise,,1,Diokhane,diokhane,Sénégal
s-pietri,S Piétri,,1,0,1,directeur_general,directeur_general:1,1949,1949,Afrique occidentale francaise,Banque,1,S Piétri,s-pietri,ampiero
d-autre-part-d,d'autre part,Défenderesses,1,0,1,directeur_general,directeur_general:1,2015,2015,Afrique occidentale francaise,Industrie,1,Défenderesses d'autre part,d-autre-part-d,
huissier-de-justice-a-niamey,Huissier de justice à Niamey,,1,0,1,directeur_general,directeur_general:1,2015,2015,Afrique occidentale francaise,Industrie,1,Huissier de justice à Niamey,huissier-de-justice-a-niamey,
orabank-niger-sa,ORABANK Niger SA,,1,0,1,directeur_general,directeur_general:1,2015,2015,Afrique occidentale francaise,Industrie,1,ORABANK Niger SA,orabank-niger-sa,
devant-le-president-du-tribunal-de-ceans,devant le Président du Tribunal de Céans,,1,0,1,directeur_general,directeur_general:1,2015,2015,Afrique occidentale francaise,Industrie,1,devant le Président du Tribunal de Céans,devant-le-president-du-tribunal-de-ceans,
au-fond-au-principal,AU FOND Au principal,,1,0,1,directeur_general,directeur_general:1,2015,2015,Afrique occidentale francaise,Industrie,1,AU FOND Au principal,au-fond-au-principal,
marcou-g,Marcou,Georges,1,0,1,secretaire,secretaire:1,1907,1907,Afrique occidentale francaise,Industries diverses,1,Georges Marcou,marcou-g,
de-lalain-chomel-l,de Lalain-Chomel,Léon,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1913,1913,Afrique occidentale francaise,Commerce,1,Léon de Lalain-Chomel,de-lalain-chomel-l,
monsieur-rene-thevenot,monsieur René Thévenot,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1935,1935,Afrique occidentale francaise,Mines,1,monsieur René Thévenot,monsieur-rene-thevenot,
saudemont-a,Saudemont,A.,1,0,1,gerant,gerant:1,1901,1901,Afrique occidentale francaise,,1,A. Saudemont,saudemont-a,
gaveau,Gaveau,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1888,1888,Afrique occidentale francaise,Industrie,1,Gaveau,gaveau,
pres-de-grand-bassam,près de Grand-Bassam,,1,0,1,directeur_general,directeur_general:1,1912,1912,Afrique occidentale francaise,Industries,1,près de Grand-Bassam,pres-de-grand-bassam,
julliard-h,Julliard,H.,1,0,1,directeur,directeur:1,1933,1933,Afrique occidentale francaise,Industries,1,H. Julliard,julliard-h,sic: Juliard
lagros-de-longeron,Lagros de Longeron,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1901,1901,Afrique occidentale francaise,Industrie,1,Lagros de Longeron,lagros-de-longeron,
curtil-f,Curtil,Froment,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1901,1901,Afrique occidentale francaise,Industrie,1,Froment Curtil,curtil-f,
j-blum,J Blum,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1903,1903,Afrique occidentale francaise,Mines,1,J Blum,j-blum,acques
mollet-paris-h,Mollet Paris,Henry,1,0,1,gerant,gerant:1,,,Afrique occidentale francaise,Mines,1,Henry Mollet Paris,mollet-paris-h,même signature que sur Les Dragages aurifères du Tinkisso
graveur-imp-g-richard,graveur Imp. G. Richard,,1,0,1,gerant,gerant:1,,,Afrique occidentale francaise,Mines,1,graveur Imp. G. Richard,graveur-imp-g-richard,
puravet-j,Puravet,Jacques,1,0,1,directeur,directeur:1,1951,1951,Afrique occidentale francaise,Transports,1,Jacques Puravet,puravet-j,
dg-jean-guilho,D.G.: Jean Guilho,,1,0,1,directeur,directeur:1,1931,1931,Afrique occidentale francaise,Commerce,1,D.G.: Jean Guilho,dg-jean-guilho,
l-sellier,L Sellier,,1,0,1,directeur,directeur:1,1950,1950,Afrique occidentale francaise,Banque,1,L Sellier,l-sellier,ucien
admin-m-bernard-seydoux,admin. M. Bernard Seydoux,,1,0,1,directeur,directeur:1,,,Afrique occidentale francaise,Commerce,1,admin. M. Bernard Seydoux,admin-m-bernard-seydoux,
et-ernest-foret,et Ernest Foret,,1,0,1,gerant,gerant:1,1935,1935,Afrique occidentale francaise,Mines,1,et Ernest Foret,et-ernest-foret,
bree-e,Brée,E.,1,0,1,directeur,directeur:1,1922,1922,Antilles-Guyane,Documentation générale,1,E. Brée,bree-e,
marsolle-rhumerie-de-clairefontaine-h,Marsolle. Rhumerie de Clairefontaine »,Henri,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Henri Marsolle. Rhumerie de Clairefontaine »,marsolle-rhumerie-de-clairefontaine-h,
petit-bourg,Petit-Bourg,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Petit-Bourg,petit-bourg,
basseterre,BasseTerre,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,BasseTerre,basseterre,
basse-terre,Basse-Terre,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Basse-Terre,basse-terre,
saint-claude,Saint-Claude,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Saint-Claude,saint-claude,
jacquemin,Jacquemin,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Jacquemin,jacquemin,
charronnage-rhumeries-r-berthault,charronnage. Rhumeries. R. Berthault,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,charronnage. Rhumeries. R. Berthault,charronnage-rhumeries-r-berthault,
portal-i,Portal,Ilet,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Ilet Portal,portal-i,
p-saint-laurent,p. Saint-Laurent,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,p. Saint-Laurent,p-saint-laurent,
scierie-simon-belus,scierie. Simon Bélus,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,scierie. Simon Bélus,scierie-simon-belus,
regina-commune-penitentiaire-de-saint-laurent-du-m,Régina. Commune pénitentiaire de Saint-Laurent-du- Maroni,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Régina. Commune pénitentiaire de Saint-Laurent-du- Maroni,regina-commune-penitentiaire-de-saint-laurent-du-m,Approuague
pres-saint-laurent-vve-gosselin,près Saint-Laurent. Vve Gosselin,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,près Saint-Laurent. Vve Gosselin,pres-saint-laurent-vve-gosselin,
cayenne-edme-grant,Cayenne. Edmé Grant,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Cayenne. Edmé Grant,cayenne-edme-grant,héritiers
cayenne-leon-mine,Cayenne. Léon Mine,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Cayenne. Léon Mine,cayenne-leon-mine,
scierie-vve-felix-nollier,scierie. Vve Félix Nollier,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,scierie. Vve Félix Nollier,scierie-vve-felix-nollier,
cayenne-georges-prevot,Cayenne. Georges Prévot,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Cayenne. Georges Prévot,cayenne-georges-prevot,
cayenne-arsene-raban,Cayenne. Arsène Raban,,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Cayenne. Arsène Raban,cayenne-arsene-raban,
sen-wo-lee-c,Sen-Wo-Lee,Cayenne,1,0,1,gerant,gerant:1,1937,1937,Antilles-Guyane,Documentation générale,1,Cayenne Sen-Wo-Lee,sen-wo-lee-c,
germie-f,Germié,François,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1912,1912,Antilles-Guyane,,1,François Germié,germie-f,
le-cesne-w,Le Cesne,William,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1912,1912,Antilles-Guyane,,1,William Le Cesne,le-cesne-w,
mathis-c,Mathis,Charles,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1912,1912,Antilles-Guyane,,1,Charles Mathis,mathis-c,
palle-siege-social-a-paris-a,Palle. Siège social: à Paris,André,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1912,1912,Antilles-Guyane,,1,André Palle. Siège social: à Paris,palle-siege-social-a-paris-a,
paris-rabut,Paris. Rabut,,1,0,1,directeur,directeur:1,1925,1925,Antilles-Guyane,,1,Paris. Rabut,paris-rabut,Georges
province-de-santiago-de-saint-seine,province de Santiago. De Saint-Seine,,1,0,1,directeur,directeur:1,1925,1925,Antilles-Guyane,,1,province de Santiago. De Saint-Seine,province-de-santiago-de-saint-seine,Chili; Comte de
ecoles,Écoles,,1,0,1,directeur,directeur:1,1925,1925,Antilles-Guyane,,1,Écoles,ecoles,
lecanu-j,Lecanu,J.,1,0,1,secretaire,secretaire:1,1906,1906,Antilles-Guyane,Mines et placers,1,J. Lecanu,lecanu-j,
j-lecanu,J Lecanu,,1,0,1,secretaire,secretaire:1,1912,1912,Antilles-Guyane,Mines et placers,1,J Lecanu,j-lecanu,ules-Auguste
electrotechnique-de-grenoble-i,Électrotechnique de Grenoble,Institut,1,0,1,directeur,directeur:1,1937,1937,Antilles-Guyane,Divers,1,Institut Électrotechnique de Grenoble,electrotechnique-de-grenoble-i,
filloux,Filloux,,1,0,1,directeur,directeur:1,1962,1962,Antilles-Guyane,Divers,1,Filloux,filloux,
capeh-l,Capeh,Lucien,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1900,1900,Antilles-Guyane,,1,Lucien Capeh,capeh-l,Capet
moriani-c,Moriani,Carlo,1,0,1,secretaire,secretaire:1,1912,1912,Empire (transversal),Groupes financiers transcoloniaux,1,Carlo Moriani,moriani-c,
tetrel-siege-social-paris,Tétrel. SIÈGE SOCIAL: Paris,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1953,1953,Empire (transversal),Groupes financiers transcoloniaux,1,Tétrel. SIÈGE SOCIAL: Paris,tetrel-siege-social-paris,
odile-jacob-e,Odile Jacob,Éditions,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1953,1953,Empire (transversal),Groupes financiers transcoloniaux,1,Éditions Odile Jacob,odile-jacob-e,
mencherini-r,Mencherini,Robert,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1953,1953,Empire (transversal),Groupes financiers transcoloniaux,1,Robert Mencherini,mencherini-r,
thuillier-r,Thuillier,Robert,1,0,1,gerant,gerant:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Robert Thuillier,thuillier-r,
ant-fortoul,Ant. Fortoul,,1,0,1,secretaire,secretaire:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Ant. Fortoul,ant-fortoul,
direction-m-h-cangardel,Direction: M. H. Cangardel,,1,0,1,directeur_general,directeur_general:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Direction: M. H. Cangardel,direction-m-h-cangardel,
boivin-champeaux,Boivin-Champeaux,,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Boivin-Champeaux,boivin-champeaux,
monge-a,Monge,A.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,A. Monge,monge-a,
antonini-a,Antonini,A.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,A. Antonini,antonini-a,
durand-de-fontmagne,Durand de Fontmagne,,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Durand de Fontmagne,durand-de-fontmagne,
sentis-r,Sentis,René,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,René Sentis,sentis-r,
dieterlen-j,Dieterlen,J.,1,0,1,secretaire,secretaire:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,J. Dieterlen,dieterlen-j,
boulanzou-g,Boulanzou,G.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,G. Boulanzou,boulanzou-g,
dijkstra-p,Dijkstra,P.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,P. Dijkstra,dijkstra-p,
andries-a,Andries,Albert,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Albert Andries,andries-a,
vezin-n-b-m,Vezin. N. B,Maurice,1,0,1,secretaire,secretaire:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Maurice Vezin. N. B,vezin-n-b-m,
archambeaud-e,Archambeaud,Edmond,1,0,1,secretaire,secretaire:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Edmond Archambeaud,archambeaud-e,
habault-g,Habault,G.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,G. Habault,habault-g,
andlauer,Andlauer,,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Andlauer,andlauer,
rodeau-l,Rodeau,L.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,L. Rodeau,rodeau-l,
guy-le-bour-his,Guy le Bour'his,,1,0,1,gerant,gerant:1,1937,1937,Empire (transversal),Documents généraux (par ordre chronologique),1,Guy le Bour'his,guy-le-bour-his,
et-dont-m-ernest-plisson,et dont M. Ernest Plisson,,1,0,1,gerant,gerant:1,1924,1924,Empire (transversal),Transports maritimes,1,et dont M. Ernest Plisson,et-dont-m-ernest-plisson,
j-blanchet,J Blanchet,,1,0,1,fondateur,fondateur:1,1880,1880,Empire (transversal),Groupes financiers transcoloniaux,1,J Blanchet,j-blanchet,ean
sabre-commissaire-des-comptes-u-morin-v,Sabre. Commissaire des comptes: U. Morin,V.,1,0,1,directeur_general,directeur_general:1,1937,1937,Empire (transversal),Sociétés commerciales transcoloniales,1,V. Sabre. Commissaire des comptes: U. Morin,sabre-commissaire-des-comptes-u-morin-v,
ponce-direction-v-sabre-a,Ponce. Direction: V. Sabre,A.,1,0,1,directeur_general,directeur_general:1,1937,1937,Empire (transversal),Sociétés commerciales transcoloniales,1,A. Ponce. Direction: V. Sabre,ponce-direction-v-sabre-a,
dalies-j,Dalies,J.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Sociétés commerciales transcoloniales,1,J. Dalies,dalies-j,
roi-p,Roi,P.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Sociétés commerciales transcoloniales,1,P. Roi,roi-p,
laroch-f,Laroch,F.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Sociétés commerciales transcoloniales,1,F. Laroch,laroch-f,
canot-o,Canot,O.,1,0,1,directeur,directeur:1,1937,1937,Empire (transversal),Sociétés commerciales transcoloniales,1,O. Canot,canot-o,
morin-u,Morin,U.,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1945,1945,Empire (transversal),Sociétés commerciales transcoloniales,1,U. Morin,morin-u,
gaudin-siege-social-paris,Gaudin. SIEGE SOCIAL Paris,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1953,1953,Empire (transversal),Sociétés commerciales transcoloniales,1,Gaudin. SIEGE SOCIAL Paris,gaudin-siege-social-paris,
darfeuille,Darfeuille,,1,0,1,secretaire,secretaire:1,1915,1915,Empire (transversal),Groupes financiers transcoloniaux,1,Darfeuille,darfeuille,
leroy-de-stuers-constitution,Leroy de Stuers. CONSTITUTION,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1930,1930,Empire (transversal),Groupes financiers transcoloniaux,1,Leroy de Stuers. CONSTITUTION,leroy-de-stuers-constitution,
vergnot,Vergnot,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1936,1936,Empire (transversal),Groupes financiers transcoloniaux,1,Vergnot,vergnot,Édouard
sabatier-c,SABATIER,Charles,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1928,1928,Empire (transversal),Groupes financiers transcoloniaux,1,Charles SABATIER,sabatier-c,
m-gabriel-clausels-e,M. Gabriel CLAUSELS,Et,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1928,1928,Empire (transversal),Groupes financiers transcoloniaux,1,Et M. Gabriel CLAUSELS,m-gabriel-clausels-e,
bascou-siege-social-m-a-aron-o,Bascou. Siège social: M. A Aron,Olivier,1,0,1,directeur_general,directeur_general:1,1925,1925,Empire (transversal),Groupes financiers transcoloniaux,1,Olivier Bascou. Siège social: M. A Aron,bascou-siege-social-m-a-aron-o,gendre d'Edmond Goudchaux; lexis; dir. Forges et aciéries du Nord et de l'Est
lepape,Lepape,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1901,1901,Empire (transversal),Groupes financiers transcoloniaux,1,Lepape,lepape,
hurissel-c,Hurissel,Ch.,1,0,1,directeur,directeur:1,1888,1888,Empire (transversal),Transports maritimes,1,Ch. Hurissel,hurissel-c,
romberg-nisard,Romberg-Nisard,,1,0,1,fondateur,fondateur:1,1892,1892,Empire (transversal),Transports maritimes,1,Romberg-Nisard,romberg-nisard,
passages,Passages,,1,0,1,directeur,directeur:1,1922,1922,Empire (transversal),Transports maritimes,1,Passages,passages,
moulun-b,Moulun,B. G.,1,0,1,directeur,directeur:1,1938,1938,Empire (transversal),Groupes financiers transcoloniaux,1,B. G. Moulun,moulun-b,
checcacci,Checcacci,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1948,1948,Empire (transversal),Groupes financiers transcoloniaux,1,Checcacci,checcacci,
racine-a,Racine,A.,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1901,1901,Empire (transversal),Transports maritimes,1,A. Racine,racine-a,
puis-comme-representant-du-banquier-edouard-raphae,[puis comme représentant du banquier Édouard-Raphaël Worms,,1,0,1,directeur_general,directeur_general:1,1922,1922,Empire (transversal),Groupes financiers transcoloniaux,1,[puis comme représentant du banquier Édouard-Raphaël Worms,puis-comme-representant-du-banquier-edouard-raphae,
janodet-j-duchaumaget-siege-social-paris,Janodet. J. Duchaumaget. SIÈGE SOCIAL Paris,,1,0,1,commissaire_aux_comptes,commissaire_aux_comptes:1,1942,1942,Empire (transversal),Groupes financiers transcoloniaux,1,Janodet. J. Duchaumaget. SIÈGE SOCIAL Paris,janodet-j-duchaumaget-siege-social-paris,
rufenacht-c,Rufenacht,Charles,1,0,1,gerant,gerant:1,2006,2006,Empire (transversal),Sociétés commerciales transcoloniales,1,Charles Rufenacht,rufenacht-c,née Odette Kronheimer
binet-sinteroc-j,BINET. SINTEROC,Jean-Pierre,1,0,1,gerant,gerant:1,2006,2006,Empire (transversal),Sociétés commerciales transcoloniales,1,Jean-Pierre BINET. SINTEROC,binet-sinteroc-j,gendre de Charles Rufenacht
